0.5,0,1.9995
0.5,5.5001e-07,2.6818
0.5,0.00023793,2.7283
0.5,0.0017655,2.7662
0.5,0.0032932,2.7982
0.5,0.0048208,2.8259
0.5,0.0063484,2.8507
0.5,0.007876,2.8731
0.5,0.0094036,2.8931
0.5,0.010931,2.9116
0.5,0.012459,2.9285
0.5,0.013986,2.9443
0.5,0.015514,2.959
0.5,0.017042,2.9728
0.5,0.018569,2.9858
0.5,0.020097,2.998
0.5,0.021625,3.0095
0.5,0.023152,3.0206
0.5,0.02468,3.0309
0.5,0.026207,3.0411
0.5,0.027735,3.0508
0.5,0.029263,3.0598
0.5,0.03079,3.0686
0.5,0.032318,3.077
0.5,0.033846,3.0853
0.5,0.035373,3.0932
0.5,0.036901,3.1006
0.5,0.038428,3.1079
0.5,0.039956,3.1151
0.5,0.041484,3.1218
0.5,0.043011,3.1284
0.5,0.044539,3.1349
0.5,0.046066,3.141
0.5,0.047594,3.1471
0.5,0.049122,3.153
0.5,0.050649,3.1586
0.5,0.052177,3.1645
0.5,0.053705,3.1699
0.5,0.055232,3.1749
0.5,0.05676,3.18
0.5,0.058287,3.185
0.5,0.059815,3.1897
0.5,0.061343,3.1945
0.5,0.06287,3.1992
0.5,0.064398,3.2037
0.5,0.065926,3.208
0.5,0.067453,3.2123
0.5,0.068981,3.2164
0.5,0.070508,3.2204
0.5,0.072036,3.2245
0.5,0.073564,3.2281
0.5,0.075091,3.2319
0.5,0.076619,3.2355
0.5,0.078146,3.2389
0.5,0.079674,3.2421
0.5,0.081202,3.245
0.5,0.082729,3.2477
0.5,0.084257,3.2502
0.5,0.085785,3.2522
0.5,0.087312,3.2542
0.5,0.08884,3.2556
0.5,0.090367,3.2572
0.5,0.091895,3.2583
0.5,0.093423,3.2592
0.5,0.09495,3.2601
0.5,0.096478,3.261
0.5,0.098006,3.2619
0.5,0.099533,3.2626
0.5,0.10106,3.2633
0.5,0.10259,3.2642
0.5,0.10412,3.2646
0.5,0.10564,3.2653
0.5,0.10717,3.266
0.5,0.1087,3.2664
0.5,0.11023,3.2671
0.5,0.11175,3.2678
0.5,0.11328,3.2682
0.5,0.11481,3.2687
0.5,0.11634,3.2694
0.5,0.11786,3.27
0.5,0.11939,3.2705
0.5,0.12092,3.2712
0.5,0.12245,3.2716
0.5,0.12398,3.2723
0.5,0.1255,3.2727
0.5,0.12703,3.2732
0.5,0.12856,3.2739
0.5,0.13009,3.2745
0.5,0.13161,3.275
0.5,0.13314,3.2757
0.5,0.13467,3.2761
0.5,0.1362,3.2768
0.5,0.13772,3.2772
0.5,0.13925,3.2779
0.5,0.14078,3.2786
0.5,0.14231,3.2791
0.5,0.14383,3.2797
0.5,0.14536,3.2804
0.5,0.14689,3.2809
0.5,0.14842,3.2818
0.5,0.14994,3.2822
0.5,0.15147,3.2829
0.5,0.153,3.2836
0.5,0.15453,3.2842
0.5,0.15606,3.2849
0.5,0.15758,3.2856
0.5,0.15911,3.2863
0.5,0.16064,3.2869
0.5,0.16217,3.2876
0.5,0.16369,3.2883
0.5,0.16522,3.289
0.5,0.16675,3.2897
0.5,0.16828,3.2903
0.5,0.1698,3.291
0.5,0.17133,3.2919
0.5,0.17286,3.2926
0.5,0.17439,3.2933
0.5,0.17591,3.2939
0.5,0.17744,3.2948
0.5,0.17897,3.2955
0.5,0.1805,3.2962
0.5,0.18202,3.2971
0.5,0.18355,3.2978
0.5,0.18508,3.2985
0.5,0.18661,3.2994
0.5,0.18814,3.3
0.5,0.18966,3.3007
0.5,0.19119,3.3014
0.5,0.19272,3.3023
0.5,0.19425,3.303
0.5,0.19577,3.3036
0.5,0.1973,3.3043
0.5,0.19883,3.305
0.5,0.20036,3.3057
0.5,0.20188,3.3063
0.5,0.20341,3.307
0.5,0.20494,3.3077
0.5,0.20647,3.3084
0.5,0.20799,3.3091
0.5,0.20952,3.3097
0.5,0.21105,3.3104
0.5,0.21258,3.3111
0.5,0.2141,3.3115
0.5,0.21563,3.3122
0.5,0.21716,3.3129
0.5,0.21869,3.3133
0.5,0.22022,3.314
0.5,0.22174,3.3147
0.5,0.22327,3.3151
0.5,0.2248,3.3156
0.5,0.22633,3.3163
0.5,0.22785,3.3167
0.5,0.22938,3.3174
0.5,0.23091,3.3178
0.5,0.23244,3.3183
0.5,0.23396,3.319
0.5,0.23549,3.3194
0.5,0.23702,3.3201
0.5,0.23855,3.3206
0.5,0.24007,3.321
0.5,0.2416,3.3215
0.5,0.24313,3.3219
0.5,0.24466,3.3224
0.5,0.24618,3.3228
0.5,0.24771,3.3235
0.5,0.24924,3.3239
0.5,0.25077,3.3244
0.5,0.25229,3.3251
0.5,0.25382,3.3255
0.5,0.25535,3.326
0.5,0.25688,3.3264
0.5,0.25841,3.3269
0.5,0.25993,3.3273
0.5,0.26146,3.3278
0.5,0.26299,3.3282
0.5,0.26452,3.3287
0.5,0.26604,3.3291
0.5,0.26757,3.3296
0.5,0.2691,3.33
0.5,0.27063,3.3305
0.5,0.27215,3.3309
0.5,0.27368,3.3314
0.5,0.27521,3.3318
0.5,0.27674,3.3323
0.5,0.27826,3.3327
0.5,0.27979,3.3332
0.5,0.28132,3.3334
0.5,0.28285,3.3339
0.5,0.28437,3.3343
0.5,0.2859,3.3348
0.5,0.28743,3.3352
0.5,0.28896,3.3354
0.5,0.29049,3.3359
0.5,0.29201,3.3363
0.5,0.29354,3.3368
0.5,0.29507,3.337
0.5,0.2966,3.3377
0.5,0.29812,3.3379
0.5,0.29965,3.3381
0.5,0.30118,3.3386
0.5,0.30271,3.3391
0.5,0.30423,3.3395
0.5,0.30576,3.3397
0.5,0.30729,3.3402
0.5,0.30882,3.3404
0.5,0.31034,3.3409
0.5,0.31187,3.3411
0.5,0.3134,3.3415
0.5,0.31493,3.3418
0.5,0.31645,3.342
0.5,0.31798,3.3424
0.5,0.31951,3.3427
0.5,0.32104,3.3431
0.5,0.32257,3.3433
0.5,0.32409,3.3436
0.5,0.32562,3.344
0.5,0.32715,3.344
0.5,0.32868,3.3445
0.5,0.3302,3.3447
0.5,0.33173,3.3449
0.5,0.33326,3.3454
0.5,0.33479,3.3454
0.5,0.33631,3.3456
0.5,0.33784,3.3458
0.5,0.33937,3.346
0.5,0.3409,3.3463
0.5,0.34242,3.3467
0.5,0.34395,3.3467
0.5,0.34548,3.3469
0.5,0.34701,3.3472
0.5,0.34853,3.3474
0.5,0.35006,3.3476
0.5,0.35159,3.3476
0.5,0.35312,3.3478
0.5,0.35465,3.3481
0.5,0.35617,3.3481
0.5,0.3577,3.3483
0.5,0.35923,3.3485
0.5,0.36076,3.3485
0.5,0.36228,3.3487
0.5,0.36381,3.349
0.5,0.36534,3.349
0.5,0.36687,3.349
0.5,0.36839,3.3492
0.5,0.36992,3.3494
0.5,0.37145,3.3494
0.5,0.37298,3.3494
0.5,0.3745,3.3497
0.5,0.37603,3.3499
0.5,0.37756,3.3499
0.5,0.37909,3.3499
0.5,0.38061,3.3499
0.5,0.38214,3.3501
0.5,0.38367,3.3503
0.5,0.3852,3.3503
0.5,0.38673,3.3503
0.5,0.38825,3.3503
0.5,0.38978,3.3506
0.5,0.39131,3.3506
0.5,0.39284,3.3508
0.5,0.39436,3.3508
0.5,0.39589,3.3508
0.5,0.39742,3.3508
0.5,0.39895,3.3508
0.5,0.40047,3.351
0.5,0.402,3.351
0.5,0.40353,3.351
0.5,0.40506,3.3512
0.5,0.40658,3.3512
0.5,0.40811,3.3512
0.5,0.40964,3.3512
0.5,0.41117,3.3515
0.5,0.41269,3.3515
0.5,0.41422,3.3515
0.5,0.41575,3.3515
0.5,0.41728,3.3517
0.5,0.41881,3.3517
0.5,0.42033,3.3517
0.5,0.42186,3.3517
0.5,0.42339,3.3519
0.5,0.42492,3.3517
0.5,0.42644,3.3519
0.5,0.42797,3.3519
0.5,0.4295,3.3521
0.5,0.43103,3.3521
0.5,0.43255,3.3521
0.5,0.43408,3.3521
0.5,0.43561,3.3521
0.5,0.43714,3.3524
0.5,0.43866,3.3524
0.5,0.44019,3.3526
0.5,0.44172,3.3524
0.5,0.44325,3.3526
0.5,0.44477,3.3526
0.5,0.4463,3.3526
0.5,0.44783,3.3528
0.5,0.44936,3.3528
0.5,0.45089,3.3528
0.5,0.45241,3.353
0.5,0.45394,3.353
0.5,0.45547,3.353
0.5,0.457,3.353
0.5,0.45852,3.3533
0.5,0.46005,3.3533
0.5,0.46158,3.3533
0.5,0.46311,3.3535
0.5,0.46463,3.3535
0.5,0.46616,3.3535
0.5,0.46769,3.3535
0.5,0.46922,3.3535
0.5,0.47074,3.3537
0.5,0.47227,3.3539
0.5,0.4738,3.3539
0.5,0.47533,3.3539
0.5,0.47685,3.3539
0.5,0.47838,3.3542
0.5,0.47991,3.3542
0.5,0.48144,3.3542
0.5,0.48297,3.3544
0.5,0.48449,3.3544
0.5,0.48602,3.3544
0.5,0.48755,3.3544
0.5,0.48908,3.3546
0.5,0.4906,3.3546
0.5,0.49213,3.3548
0.5,0.49366,3.3548
0.5,0.49519,3.3548
0.5,0.49671,3.3548
0.5,0.49824,3.3551
0.5,0.49977,3.3551
0.5,0.5013,3.3553
0.5,0.50282,3.3553
0.5,0.50435,3.3553
0.5,0.50588,3.3555
0.5,0.50741,3.3555
0.5,0.50893,3.3557
0.5,0.51046,3.3557
0.5,0.51199,3.3557
0.5,0.51352,3.356
0.5,0.51505,3.356
0.5,0.51657,3.356
0.5,0.5181,3.3562
0.5,0.51963,3.3562
0.5,0.52116,3.3562
0.5,0.52268,3.3564
0.5,0.52421,3.3564
0.5,0.52574,3.3566
0.5,0.52727,3.3566
0.5,0.52879,3.3566
0.5,0.53032,3.3569
0.5,0.53185,3.3571
0.5,0.53338,3.3571
0.5,0.5349,3.3571
0.5,0.53643,3.3571
0.5,0.53796,3.3573
0.5,0.53949,3.3575
0.5,0.54101,3.3575
0.5,0.54254,3.3575
0.5,0.54407,3.3578
0.5,0.5456,3.3578
0.5,0.54713,3.358
0.5,0.54865,3.358
0.5,0.55018,3.358
0.5,0.55171,3.3582
0.5,0.55324,3.3584
0.5,0.55476,3.3584
0.5,0.55629,3.3584
0.5,0.55782,3.3584
0.5,0.55935,3.3587
0.5,0.56087,3.3589
0.5,0.5624,3.3589
0.5,0.56393,3.3589
0.5,0.56546,3.3591
0.5,0.56698,3.3594
0.5,0.56851,3.3594
0.5,0.57004,3.3594
0.5,0.57157,3.3596
0.5,0.57309,3.3598
0.5,0.57462,3.3598
0.5,0.57615,3.36
0.5,0.57768,3.36
0.5,0.57921,3.3603
0.5,0.58073,3.3603
0.5,0.58226,3.3603
0.5,0.58379,3.3605
0.5,0.58532,3.3605
0.5,0.58684,3.3607
0.5,0.58837,3.3607
0.5,0.5899,3.3612
0.5,0.59143,3.3612
0.5,0.59295,3.3612
0.5,0.59448,3.3614
0.5,0.59601,3.3614
0.5,0.59754,3.3616
0.5,0.59906,3.3616
0.5,0.60059,3.3618
0.5,0.60212,3.3621
0.5,0.60365,3.3621
0.5,0.60517,3.3621
0.5,0.6067,3.3623
0.5,0.60823,3.3625
0.5,0.60976,3.3625
0.5,0.61129,3.3627
0.5,0.61281,3.363
0.5,0.61434,3.363
0.5,0.61587,3.3632
0.5,0.6174,3.3632
0.5,0.61892,3.3634
0.5,0.62045,3.3636
0.5,0.62198,3.3636
0.5,0.62351,3.3639
0.5,0.62503,3.3639
0.5,0.62656,3.3641
0.5,0.62809,3.3643
0.5,0.62962,3.3643
0.5,0.63114,3.3645
0.5,0.63267,3.3648
0.5,0.6342,3.3648
0.5,0.63573,3.365
0.5,0.63725,3.3652
0.5,0.63878,3.3652
0.5,0.64031,3.3654
0.5,0.64184,3.3657
0.5,0.64337,3.3657
0.5,0.64489,3.3659
0.5,0.64642,3.3661
0.5,0.64795,3.3663
0.5,0.64948,3.3666
0.5,0.651,3.3666
0.5,0.65253,3.3668
0.5,0.65406,3.367
0.5,0.65559,3.367
0.5,0.65711,3.3672
0.5,0.65864,3.3675
0.5,0.66017,3.3675
0.5,0.6617,3.3677
0.5,0.66322,3.3679
0.5,0.66475,3.3684
0.5,0.66628,3.3684
0.5,0.66781,3.3686
0.5,0.66933,3.3688
0.5,0.67086,3.369
0.5,0.67239,3.3693
0.5,0.67392,3.3693
0.5,0.67545,3.3697
0.5,0.67697,3.3697
0.5,0.6785,3.3702
0.5,0.68003,3.3702
0.5,0.68156,3.3704
0.5,0.68308,3.3706
0.5,0.68461,3.3709
0.5,0.68614,3.3711
0.5,0.68767,3.3713
0.5,0.68919,3.3715
0.5,0.69072,3.372
0.5,0.69225,3.372
0.5,0.69378,3.3722
0.5,0.6953,3.3724
0.5,0.69683,3.3729
0.5,0.69836,3.3731
0.5,0.69989,3.3733
0.5,0.70141,3.3736
0.5,0.70294,3.3738
0.5,0.70447,3.374
0.5,0.706,3.3742
0.5,0.70753,3.3745
0.5,0.70905,3.3747
0.5,0.71058,3.3751
0.5,0.71211,3.3756
0.5,0.71364,3.3758
0.5,0.71516,3.376
0.5,0.71669,3.3763
0.5,0.71822,3.3765
0.5,0.71975,3.3767
0.5,0.72127,3.3772
0.5,0.7228,3.3774
0.5,0.72433,3.3778
0.5,0.72586,3.3781
0.5,0.72738,3.3783
0.5,0.72891,3.3787
0.5,0.73044,3.3792
0.5,0.73197,3.3794
0.5,0.73349,3.3796
0.5,0.73502,3.3801
0.5,0.73655,3.3803
0.5,0.73808,3.3808
0.5,0.73961,3.381
0.5,0.74113,3.3815
0.5,0.74266,3.3819
0.5,0.74419,3.3821
0.5,0.74572,3.3824
0.5,0.74724,3.3828
0.5,0.74877,3.3833
0.5,0.7503,3.3835
0.5,0.75183,3.3839
0.5,0.75335,3.3842
0.5,0.75488,3.3846
0.5,0.75641,3.3848
0.5,0.75794,3.3851
0.5,0.75946,3.3855
0.5,0.76099,3.386
0.5,0.76252,3.3862
0.5,0.76405,3.3864
0.5,0.76557,3.3869
0.5,0.7671,3.3871
0.5,0.76863,3.3873
0.5,0.77016,3.3878
0.5,0.77169,3.3882
0.5,0.77321,3.3884
0.5,0.77474,3.3887
0.5,0.77627,3.3889
0.5,0.7778,3.3891
0.5,0.77932,3.3893
0.5,0.78085,3.3898
0.5,0.78238,3.39
0.5,0.78391,3.3903
0.5,0.78543,3.3905
0.5,0.78696,3.3909
0.5,0.78849,3.3909
0.5,0.79002,3.3912
0.5,0.79154,3.3914
0.5,0.79307,3.3918
0.5,0.7946,3.3918
0.5,0.79613,3.3921
0.5,0.79765,3.3923
0.5,0.79918,3.3925
0.5,0.80071,3.3927
0.5,0.80224,3.393
0.5,0.80377,3.3932
0.5,0.80529,3.3932
0.5,0.80682,3.3936
0.5,0.80835,3.3936
0.5,0.80988,3.3939
0.5,0.8114,3.3941
0.5,0.81293,3.3941
0.5,0.81446,3.3943
0.5,0.81599,3.3945
0.5,0.81751,3.3948
0.5,0.81904,3.395
0.5,0.82057,3.395
0.5,0.8221,3.3952
0.5,0.82362,3.3954
0.5,0.82515,3.3954
0.5,0.82668,3.3957
0.5,0.82821,3.3959
0.5,0.82973,3.3961
0.5,0.83126,3.3961
0.5,0.83279,3.3963
0.5,0.83432,3.3966
0.5,0.83585,3.3966
0.5,0.83737,3.3968
0.5,0.8389,3.397
0.5,0.84043,3.3972
0.5,0.84196,3.3972
0.5,0.84348,3.3975
0.5,0.84501,3.3977
0.5,0.84654,3.3977
0.5,0.84807,3.3979
0.5,0.84959,3.3981
0.5,0.85112,3.3981
0.5,0.85265,3.3984
0.5,0.85418,3.3986
0.5,0.8557,3.3986
0.5,0.85723,3.3988
0.5,0.85876,3.399
0.5,0.86029,3.399
0.5,0.86181,3.3995
0.5,0.86334,3.3995
0.5,0.86487,3.3997
0.5,0.8664,3.3999
0.5,0.86793,3.3999
0.5,0.86945,3.4002
0.5,0.87098,3.4004
0.5,0.87251,3.4006
0.5,0.87404,3.4009
0.5,0.87556,3.4009
0.5,0.87709,3.4011
0.5,0.87862,3.4013
0.5,0.88015,3.4015
0.5,0.88167,3.4018
0.5,0.8832,3.4018
0.5,0.88473,3.402
0.5,0.88626,3.4024
0.5,0.88778,3.4027
0.5,0.88931,3.4027
0.5,0.89084,3.4031
0.5,0.89237,3.4031
0.5,0.89389,3.4036
0.5,0.89542,3.4036
0.5,0.89695,3.404
0.5,0.89848,3.404
0.5,0.90001,3.4045
0.5,0.90153,3.4047
0.5,0.90306,3.4049
0.5,0.90459,3.4051
0.5,0.90612,3.4054
0.5,0.90764,3.4058
0.5,0.90917,3.406
0.5,0.9107,3.4063
0.5,0.91223,3.4067
0.5,0.91375,3.4067
0.5,0.91528,3.4072
0.5,0.91681,3.4074
0.5,0.91834,3.4076
0.5,0.91986,3.4081
0.5,0.92139,3.4085
0.5,0.92292,3.4087
0.5,0.92445,3.409
0.5,0.92597,3.4094
0.5,0.9275,3.4099
0.5,0.92903,3.4101
0.5,0.93056,3.4106
0.5,0.93209,3.411
0.5,0.93361,3.4112
0.5,0.93514,3.4117
0.5,0.93667,3.4121
0.5,0.9382,3.4126
0.5,0.93972,3.413
0.5,0.94125,3.4135
0.5,0.94278,3.4139
0.5,0.94431,3.4144
0.5,0.94583,3.4148
0.5,0.94736,3.4155
0.5,0.94889,3.4162
0.5,0.95042,3.4166
0.5,0.95194,3.4171
0.5,0.95347,3.4178
0.5,0.955,3.4184
0.5,0.95653,3.4189
0.5,0.95805,3.4196
0.5,0.95958,3.4202
0.5,0.96111,3.4209
0.5,0.96264,3.4216
0.5,0.96417,3.4223
0.5,0.96569,3.423
0.5,0.96722,3.4239
0.5,0.96875,3.4248
0.5,0.97028,3.4254
0.5,0.9718,3.4266
0.5,0.97333,3.4272
0.5,0.97486,3.4284
0.5,0.97639,3.4293
0.5,0.97791,3.4302
0.5,0.97944,3.4313
0.5,0.98097,3.4324
0.5,0.9825,3.4338
0.5,0.98402,3.4349
0.5,0.98555,3.4363
0.5,0.98708,3.4376
0.5,0.98861,3.439
0.5,0.99013,3.4405
0.5,0.99166,3.4421
0.5,0.99319,3.4437
0.5,0.99472,3.4455
0.5,0.99625,3.4473
0.5,0.99777,3.4493
0.5,0.9993,3.4514
0.5,1.0008,3.4536
0.5,1.0024,3.4559
0.5,1.0039,3.4584
0.5,1.0054,3.4608
0.5,1.0069,3.4636
0.5,1.0085,3.4665
0.5,1.01,3.4696
0.5,1.0115,3.473
0.5,1.013,3.4766
0.5,1.0146,3.4802
0.5,1.0161,3.4841
0.5,1.0176,3.4884
0.5,1.0192,3.4929
0.5,1.0207,3.4976
0.5,1.0222,3.5028
0.5,1.0237,3.5082
0.5,1.0253,3.5141
0.5,1.0268,3.5202
0.5,1.0283,3.5267
0.5,1.0299,3.5339
0.5,1.0314,3.5414
0.5,1.0329,3.5495
0.5,1.0344,3.5581
0.5,1.036,3.5673
0.5,1.0375,3.577
0.5,1.039,3.5874
0.5,1.0405,3.5984
0.5,1.0421,3.6002
0.5,1.0436,3.5998
1,0,1.9995
1,1.0995e-06,2.7896
1,0.00038052,2.8496
1,0.0034357,2.8972
1,0.006491,2.9364
1,0.0095461,2.9698
1,0.012601,2.9987
1,0.015657,3.0244
1,0.018712,3.0472
1,0.021767,3.0679
1,0.024822,3.0869
1,0.027877,3.1043
1,0.030932,3.1203
